Year,Team,Name,G,GS,GR,IP,W,L,S,HD,SO,BB,ERA,FIP,WHIP,WAR
2021,KT,유원상,11,0,11,13.1,1,1,0,1,13,7,6.08,2.96,1.65,0.01
2021,KT,하준호,10,0,10,12.0,0,0,0,0,10,6,6.75,5.22,1.83,-0.08
2021,KT,이정현,2,1,1,8.2,0,1,0,0,1,5,9.35,9.39,1.96,-0.11
2021,KT,이강준,4,0,4,2.2,1,0,0,0,0,3,13.5,8.42,2.63,-0.11
2021,KT,이상동,6,0,6,6.1,0,1,0,1,5,3,8.53,3.26,1.58,-0.15
2021,KT,한차현,3,0,3,3.2,0,0,0,0,3,2,19.64,13.15,3.27,-0.22
2021,KT,이보근,16,0,16,11.0,0,1,0,1,9,7,15.55,8.02,3.18,-0.89
2022,KT,고영표,28,28,0,182.1,13,8,0,0,156,23,3.26,2.75,1.17,5.43
2022,KT,소형준,27,27,0,171.1,13,6,0,0,117,39,3.05,3.41,1.15,4.75
2022,KT,엄상백,33,22,11,140.1,11,2,0,0,139,46,2.95,3.6,1.22,4.19
2022,KT,벤자민,17,17,0,96.2,5,4,0,0,77,24,2.7,4.04,1.02,3.1
2022,KT,김민수,76,0,76,80.2,5,4,3,30,91,15,1.9,2.1,1.0,2.9
2022,KT,데스파이네,30,29,1,163.0,8,12,0,0,123,48,4.53,3.98,1.51,2.22
2022,KT,김재윤,61,0,61,66.1,9,7,33,0,78,21,3.26,2.54,1.01,2.0
2022,KT,배제성,24,18,6,107.0,3,9,0,0,89,46,4.21,3.96,1.39,1.79
2022,KT,주권,58,0,58,50.2,3,3,1,15,31,8,3.91,3.45,1.3,1.2
2022,KT,박영현,52,0,52,51.2,0,1,0,2,55,20,3.66,3.41,1.28,0.78
2022,KT,이채호,38,0,38,36.2,5,0,0,3,32,13,2.95,3.12,1.12,0.65
2022,KT,심재민,44,1,43,43.1,4,1,0,6,21,16,3.74,4.82,1.32,0.52
2022,KT,쿠에바스,2,2,0,11.0,1,0,0,0,8,5,2.45,4.74,0.64,0.43
2022,KT,박시영,17,0,17,15.2,0,2,0,5,11,4,4.6,4.14,1.47,0.31
2022,KT,조현우,19,0,19,12.0,0,0,0,2,5,4,4.5,4.81,1.5,0.21
2022,KT,김민,6,0,6,7.2,0,0,0,2,8,2,2.35,3.94,0.78,0.19
2022,KT,이정현,3,0,3,3.2,0,0,0,0,1,4,2.45,10.58,1.91,0.09
2022,KT,안영명,4,0,4,3.1,0,0,0,0,1,0,2.7,3.03,0.9,0.06
2022,KT,지명성,2,0,2,2.0,0,0,0,0,1,0,4.5,4.08,1.5,0.03
2022,KT,이상우,2,0,2,3.1,0,0,0,0,1,2,2.7,4.89,1.5,0.0
2022,KT,김태오,5,0,5,4.1,0,0,0,0,5,0,4.15,0.9,2.08,-0.03
2022,KT,이창재,4,0,4,1.1,0,1,0,0,2,2,33.75,7.01,5.25,-0.11
2022,KT,전유수,8,0,8,11.0,0,0,0,0,2,5,8.18,5.82,2.0,-0.22
2022,KT,하준호,20,0,20,16.1,0,1,0,0,15,16,8.27,6.17,1.96,-0.31
2022,KT,류희운,8,0,8,5.2,0,1,0,0,5,1,14.29,6.33,1.94,-0.35
2023,KT,고영표,28,27,1,174.2,12,7,0,0,114,19,2.78,3.19,1.15,6.05
2023,KT,쿠에바스,18,18,0,114.1,12,0,0,0,100,24,2.6,2.78,1.04,4.67
2023,KT,벤자민,29,29,0,160.0,15,6,0,0,157,45,3.54,3.14,1.21,3.14
2023,KT,엄상백,20,19,1,111.2,7,6,0,0,89,29,3.63,3.36,1.16,3.06
2023,KT,김재윤,59,0,59,65.2,5,5,32,0,60,13,2.6,2.4,1.02,2.51
2023,KT,박영현,68,0,68,75.1,3,3,4,32,79,23,2.75,2.65,1.14,2.39
2023,KT,배제성,26,24,2,130.1,8,10,0,0,79,77,4.49,4.76,1.7,2.26
2023,KT,손동현,64,0,64,73.2,8,5,1,15,40,20,3.42,4.23,1.19,1.81
2023,KT,이상동,36,0,36,40.2,4,1,0,1,43,15,3.98,3.44,1.48,0.71
2023,KT,슐서,9,9,0,49.2,1,7,0,0,35,14,5.62,4.34,1.61,0.35
2023,KT,주권,42,3,39,47.0,1,2,0,5,17,19,4.4,5.28,1.45,0.3
2023,KT,전용주,15,0,15,10.1,0,1,0,1,9,6,4.35,3.77,1.16,0.3
2023,KT,이선우,22,4,18,37.1,0,2,0,0,24,9,4.34,4.92,1.5,0.26
2023,KT,김영현,31,0,31,33.0,0,0,1,1,35,20,5.45,4.61,1.52,0.22
2023,KT,강건,4,0,4,6.2,0,0,1,0,8,3,1.35,2.24,1.05,0.19
2023,KT,박세진,16,0,16,11.2,0,1,0,1,10,14,3.86,6.45,2.49,0.03
2023,KT,하준호,12,0,12,13.0,0,1,0,0,6,10,4.15,6.27,1.85,0.01
2023,KT,조현우,5,0,5,3.0,0,0,0,0,1,2,6.0,5.08,2.67,0.01
2023,KT,김정운,5,0,5,7.0,0,0,0,0,3,6,3.86,6.32,1.71,0.01
2023,KT,이채호,25,0,25,24.2,0,1,0,1,8,9,6.93,7.44,1.42,-0.09
2023,KT,심재민,4,0,4,2.0,0,0,0,0,1,2,22.5,5.7,5.0,-0.13
2023,KT,김민수,14,0,14,13.0,0,1,0,3,4,5,6.92,5.19,1.69,-0.13
2023,KT,김민,16,4,12,29.0,1,2,0,0,22,16,6.83,5.32,1.93,-0.21
2023,KT,김태오,5,0,5,7.1,0,0,0,0,3,4,7.36,4.09,1.91,-0.22
2023,KT,소형준,3,3,0,11.0,0,0,0,0,4,3,11.45,5.71,2.27,-0.23
2023,KT,조이현,18,4,14,35.0,2,1,0,1,17,6,6.69,4.36,1.91,-0.47
2024,KT,쿠에바스,31,31,0,173.1,7,12,0,0,154,59,4.1,4.32,1.25,4.41
2024,KT,엄상백,29,29,0,156.2,13,10,0,0,159,42,4.88,4.67,1.31,3.39
2024,KT,벤자민,28,28,0,149.2,11,8,0,0,156,48,4.63,4.94,1.26,2.71
2024,KT,박영현,66,0,66,76.2,10,2,25,0,87,22,3.52,4.13,1.11,2.41
2024,KT,김민,71,1,70,77.1,8,4,0,21,77,27,4.31,3.67,1.44,1.84
2024,KT,고영표,18,17,1,100.0,6,8,0,0,79,14,4.95,3.77,1.55,1.56
2024,KT,우규민,45,0,45,43.1,4,1,1,4,39,2,2.49,2.55,1.13,1.31
2024,KT,김민수,75,0,75,81.1,5,3,0,12,75,33,5.2,4.36,1.44,0.5
2024,KT,육청명,13,10,3,44.2,1,5,0,0,20,20,5.44,6.5,1.61,0.5
2024,KT,조이현,16,9,7,40.0,1,2,0,0,19,10,6.3,6.52,1.58,0.43
2024,KT,박시영,26,0,26,25.1,0,1,1,4,23,7,4.62,4.73,1.34,0.29
2024,KT,소형준,6,0,6,8.1,2,0,0,0,3,1,3.24,5.53,0.96,0.29
2024,KT,손동현,42,0,42,47.1,1,2,1,4,27,20,5.32,5.41,1.48,0.17
2024,KT,이선우,6,1,5,10.0,0,0,0,0,4,4,5.4,5.15,1.4,0.12
2024,KT,김영현,8,0,8,7.1,0,0,0,0,8,7,4.91,6.62,2.18,0.0
2024,KT,하준호,2,0,2,2.0,0,0,0,0,0,1,9.0,5.83,3.0,-0.01
2024,KT,이상동,29,0,29,32.0,0,1,0,3,30,14,5.34,4.7,1.75,-0.05
2024,KT,원상현,22,10,12,65.1,2,5,0,1,59,31,7.03,4.68,2.08,-0.07
2024,KT,박세진,6,0,6,5.1,0,0,0,0,2,4,3.38,5.69,2.06,-0.1
2024,KT,이채호,9,0,9,6.2,0,0,0,0,5,3,9.45,7.85,2.4,-0.14
2024,KT,성재헌,30,1,29,32.0,0,0,0,1,20,16,7.31,4.94,1.94,-0.15
2024,KT,강건,4,1,3,4.0,0,1,0,0,3,4,11.25,9.33,3.0,-0.18
2024,KT,전용주,4,0,4,1.2,0,0,0,0,4,3,10.8,5.91,3.0,-0.21
2024,KT,한차현,10,5,5,19.0,0,4,0,0,17,18,9.95,7.53,2.47,-0.27
2024,KT,주권,48,1,47,58.0,1,1,0,0,31,11,6.67,5.1,1.53,-0.28
2024,KT,문용익,12,0,12,17.0,0,0,0,0,17,22,12.18,7.65,2.65,-0.78
2025,KT,고영표,29,26,3,161.0,11,8,0,0,154,30,3.3,3.14,1.24,4.17
2025,KT,소형준,26,24,2,147.1,10,7,1,0,123,29,3.3,2.99,1.25,3.72
2025,KT,오원석,25,25,0,132.1,11,8,0,0,113,52,3.67,4.04,1.38,3.35
2025,KT,헤이수스,32,30,2,163.2,9,9,0,1,165,44,3.96,3.65,1.33,2.47
2025,KT,패트릭,15,9,6,60.2,3,3,0,2,45,21,3.12,3.67,1.38,1.33
2025,KT,우규민,53,0,53,44.1,1,2,0,9,24,3,2.44,3.54,1.08,1.12
2025,KT,이상동,41,0,41,43.1,3,0,0,5,34,9,2.49,3.87,0.92,1.12
2025,KT,박영현,67,0,67,69.0,5,6,35,1,77,34,3.39,3.99,1.48,0.95
2025,KT,손동현,58,0,58,58.2,5,0,1,13,55,12,3.84,3.45,1.33,0.94
2025,KT,문용익,20,2,18,28.2,1,0,0,0,31,19,3.14,4.58,1.4,0.71
2025,KT,김민수,58,0,58,52.2,4,3,0,11,36,15,4.96,4.25,1.48,0.43
2025,KT,쿠에바스,18,18,0,98.1,3,10,0,0,60,46,5.4,5.63,1.53,0.37
2025,KT,주권,34,0,34,40.2,0,1,0,0,19,13,4.43,4.65,1.5,0.31
2025,KT,최용준,7,0,7,9.0,1,0,0,0,5,2,2.0,2.89,1.67,0.24
2025,KT,원상현,52,0,52,57.0,0,3,0,14,45,35,5.21,5.52,1.6,0.19
2025,KT,조이현,3,3,0,11.2,1,2,0,0,3,0,5.4,5.59,1.46,0.17
2025,KT,전용주,21,0,21,13.2,0,1,0,4,11,7,3.95,3.55,1.83,0.17
2025,KT,박건우,6,0,6,6.2,0,0,0,0,9,4,2.7,4.25,1.2,0.17
2025,KT,배제성,8,5,3,27.0,2,3,0,0,23,11,5.67,3.86,1.81,0.16
2025,KT,한차현,2,0,2,1.2,0,0,0,0,1,2,16.2,6.26,3.6,-0.08
2025,KT,김재원,4,0,4,4.1,0,0,0,0,4,8,10.38,8.26,2.54,-0.09
2025,KT,이채호,10,1,9,11.2,0,0,0,0,8,5,6.17,4.87,1.46,-0.1
2025,KT,김동현,3,0,3,3.1,0,0,0,0,4,3,13.5,10.94,3.0,-0.12
2025,KT,이정현,6,0,6,4.1,0,0,0,0,3,4,16.62,5.88,3.0,-0.22
2025,KT,최동환,20,0,20,18.2,1,1,0,0,9,12,8.68,7.32,2.09,-0.32
2025,KT,임준형,5,0,5,4.0,0,0,0,0,4,5,9.0,6.22,3.0,-0.35
2025,KT,강건,2,1,1,3.2,0,1,0,0,1,7,24.55,13.46,3.82,-0.39
2020,롯데,스트레일리,31,31,0,194.2,15,4,0,0,205,51,2.5,2.9,1.02,8.12
2020,롯데,노경은,25,24,1,133.0,5,10,0,0,77,40,4.87,5.2,1.35,2.51
2020,롯데,박세웅,28,28,0,147.1,8,10,0,0,108,47,4.7,4.94,1.52,2.46
2020,롯데,샘슨,25,25,0,130.0,9,12,0,0,87,36,5.4,4.61,1.56,1.7
2020,롯데,구승민,57,0,57,60.1,5,2,0,20,58,26,3.58,4.45,1.09,1.51
2020,롯데,서준원,31,20,11,107.2,7,6,0,0,60,31,5.18,5.38,1.5,1.28
2020,롯데,김원중,58,0,58,59.1,5,4,25,0,57,23,3.94,4.19,1.26,1.2
2020,롯데,김대우,46,1,45,49.1,0,1,0,0,43,26,3.1,3.82,1.5,0.96
2020,롯데,오현택,48,0,48,36.0,3,1,0,7,17,8,3.75,5.24,1.25,0.84
2020,롯데,김건국,32,0,32,31.2,3,2,0,1,31,9,3.98,3.47,1.23,0.65
2020,롯데,이승헌,8,8,0,36.2,3,2,0,0,34,11,4.66,3.02,1.23,0.62
2020,롯데,이인복,47,1,46,45.1,1,4,0,2,21,12,3.97,4.18,1.52,0.56
2020,롯데,최준용,31,0,31,29.2,0,2,0,8,26,11,4.85,3.95,1.42,0.45
2020,롯데,박진형,53,0,53,42.2,1,4,0,17,50,13,5.7,4.18,1.62,0.22
2020,롯데,김유영,12,0,12,7.1,0,0,0,0,5,7,4.91,5.25,1.5,0.14
2020,롯데,한승혁,9,0,9,7.0,1,0,0,0,3,4,5.14,4.7,1.71,0.11
2020,롯데,진명호,37,0,37,31.1,0,1,0,2,32,22,7.18,4.96,1.63,0.03
2020,롯데,송승준,22,1,21,24.2,2,2,0,1,25,14,6.2,4.31,1.78,0.01
2020,롯데,고효준,24,0,24,15.2,1,0,0,0,11,11,5.74,7.29,1.6,-0.02
2020,롯데,박명현,2,0,2,0.2,0,0,0,0,0,1,27.0,8.65,6.0,-0.08
2020,롯데,최설우,6,1,5,10.0,0,1,0,0,7,3,6.3,8.25,2.2,-0.09
2020,롯데,장원삼,13,4,9,34.0,0,3,0,0,15,10,7.68,6.09,1.74,-0.11
2020,롯데,강동호,7,0,7,11.0,1,0,0,0,8,6,7.36,7.11,1.73,-0.19
2020,롯데,정태승,1,0,1,1.2,0,0,0,0,1,2,21.6,13.36,3.6,-0.22
2020,롯데,박시영,36,0,36,30.1,1,1,0,1,21,23,8.01,6.68,1.81,-0.46
2021,롯데,박세웅,28,28,0,163.0,10,9,0,0,125,53,3.98,4.51,1.19,4.46
2021,롯데,스트레일리,31,31,0,165.2,10,12,0,0,164,67,4.07,3.54,1.38,3.74
2021,롯데,최준용,44,0,44,47.1,4,2,1,20,45,16,2.85,3.95,1.2,1.95
2021,롯데,김원중,61,0,61,62.2,4,4,35,0,64,28,3.59,3.79,1.24,1.83
2021,롯데,프랑코,37,27,10,150.0,9,8,0,1,124,75,5.4,5.25,1.48,1.7
2021,롯데,구승민,68,0,68,62.1,6,5,0,20,65,31,4.33,3.86,1.25,1.35
2021,롯데,이인복,25,8,17,61.1,3,0,0,1,45,14,4.11,3.81,1.45,1.08
2021,롯데,이승헌,16,12,4,57.2,0,3,0,0,31,43,5.77,5.52,1.87,0.62
2021,롯데,김도규,43,0,43,42.0,2,1,0,5,39,22,5.79,3.92,1.5,0.26
2021,롯데,김진욱,39,5,34,45.2,4,6,0,8,45,49,6.31,5.62,1.99,0.17
2021,롯데,진명호,33,0,33,24.1,2,2,0,3,24,14,4.81,4.81,1.4,0.16
2021,롯데,최설우,20,7,13,40.2,1,2,0,0,28,24,6.2,5.2,1.7,0.16
2021,롯데,김대우,39,0,39,35.1,2,2,0,9,31,24,5.09,5.38,1.58,0.13
2021,롯데,김건국,13,0,13,22.0,0,0,0,0,17,14,6.55,5.43,1.86,0.08
2021,롯데,박선우,1,0,1,2.0,0,0,0,0,1,0,0.0,5.62,0.5,0.07
2021,롯데,윤성빈,1,0,1,1.0,0,0,0,0,0,1,0.0,6.87,1.0,0.04
2021,롯데,강동호,1,0,1,1.1,0,0,0,0,1,1,6.75,6.54,1.5,0.01
2021,롯데,나균안,23,7,16,46.1,1,2,1,1,27,24,6.41,4.94,1.86,0.01
2021,롯데,홍민기,1,0,1,0.1,0,0,0,0,0,2,27.0,22.37,6.0,-0.01
2021,롯데,정우준,6,0,6,5.2,0,0,0,0,4,5,9.53,7.93,1.94,-0.01
2021,롯데,박재민,5,0,5,2.2,0,0,0,0,2,2,16.88,8.68,1.88,-0.07
2021,롯데,이강준,11,0,11,5.2,0,0,0,0,4,9,9.53,10.12,2.82,-0.13
2021,롯데,오현택,20,0,20,16.1,0,1,0,1,8,8,6.61,5.33,2.2,-0.16
2021,롯데,정성종,12,0,12,12.0,0,0,0,0,4,8,8.25,7.24,2.25,-0.16
2021,롯데,김동우,5,0,5,5.0,0,0,0,0,3,5,10.8,7.75,3.0,-0.17
2021,롯데,강윤구,21,0,21,14.0,0,1,0,3,12,12,7.07,5.98,2.0,-0.19
2021,롯데,김유영,26,0,26,18.2,1,0,0,0,17,14,7.23,4.78,1.88,-0.28
2021,롯데,김창훈,6,0,6,8.0,0,0,0,0,6,6,11.25,5.7,2.38,-0.33
2021,롯데,한승혁,7,0,7,4.0,0,0,0,0,5,5,13.5,8.27,2.75,-0.38
2021,롯데,서준원,26,8,18,54.0,1,3,0,3,37,29,7.33,4.82,1.87,-0.39
2021,롯데,노경은,14,11,3,56.1,3,5,0,0,35,24,7.35,6.08,1.83,-0.41
2021,롯데,박진형,22,0,22,16.0,2,1,0,0,23,10,7.88,2.66,2.19,-0.52
2021,롯데,송재영,19,0,19,14.2,0,2,0,1,13,12,13.5,6.73,2.45,-0.58
2022,롯데,반즈,31,31,0,186.1,12,12,0,0,160,47,3.62,3.21,1.2,4.46
2022,롯데,박세웅,28,28,0,157.1,10,11,0,0,146,32,3.89,2.84,1.34,2.82
2022,롯데,이인복,26,23,3,126.2,9,9,0,1,71,30,4.19,3.78,1.44,2.6
2022,롯데,나균안,39,13,26,117.2,3,8,0,2,123,37,3.98,2.73,1.38,2.12
2022,롯데,스트레일리,11,11,0,62.1,4,2,0,0,55,22,2.31,3.93,1.22,1.9
2022,롯데,구승민,73,0,73,62.0,2,4,0,26,77,35,2.9,2.91,1.31,1.58
2022,롯데,서준원,33,4,29,60.0,3,3,0,2,45,23,4.8,3.95,1.47,0.93
2022,롯데,최준용,68,0,68,71.0,3,4,14,6,80,20,4.06,3.69,1.17,0.92
2022,롯데,김도규,55,0,55,51.0,4,4,3,8,45,19,3.71,3.38,1.31,0.71
2022,롯데,스파크맨,19,19,0,84.2,2,4,0,0,89,43,5.31,3.68,1.65,0.71
2022,롯데,김원중,43,0,43,43.0,2,3,17,2,60,16,3.98,2.41,1.3,0.5
2022,롯데,김진욱,14,12,2,46.2,2,5,0,0,52,35,6.36,4.55,1.67,0.02
2022,롯데,김창훈,1,0,1,1.2,0,0,0,0,2,0,5.4,0.78,1.8,0.01
2022,롯데,조무근,2,0,2,2.0,0,0,0,0,1,1,4.5,4.08,1.5,0.0
2022,롯데,정성종,5,0,5,4.1,0,0,0,0,5,4,4.15,3.76,1.85,-0.03
2022,롯데,강윤구,29,0,29,21.1,0,0,0,0,27,6,5.48,1.64,1.45,-0.05
2022,롯데,김대우,10,0,10,10.0,0,0,0,1,8,8,4.5,4.26,1.4,-0.13
2022,롯데,진명호,16,0,16,16.1,0,0,0,0,11,9,6.06,4.92,1.96,-0.16
2022,롯데,이강준,13,0,13,9.2,0,0,0,1,6,20,10.24,9.88,3.0,-0.16
2022,롯데,최설우,1,1,0,2.2,0,1,0,0,1,1,20.25,5.17,3.38,-0.2
2022,롯데,이승헌,1,1,0,0.2,0,1,0,0,1,3,54.0,13.98,9.0,-0.2
2022,롯데,진승현,10,0,10,9.0,0,0,0,0,11,7,9.0,6.13,2.11,-0.2
2022,롯데,문경찬,38,0,38,40.1,1,2,0,1,31,13,5.8,4.63,1.59,-0.23
2022,롯데,김민기,1,0,1,0.2,0,0,0,0,0,1,67.5,26.28,10.5,-0.23
2022,롯데,최이준,5,0,5,2.1,0,0,0,0,3,6,23.14,8.54,5.57,-0.29
2022,롯데,이민석,27,1,26,33.2,1,1,0,5,37,19,5.88,4.29,1.84,-0.38
2022,롯데,김유영,68,0,68,51.0,6,2,0,13,44,30,5.65,4.44,2.02,-0.99
2023,롯데,반즈,30,30,0,170.1,11,10,0,0,147,56,3.28,3.4,1.33,4.85
2023,롯데,박세웅,27,27,0,154.0,9,7,0,0,129,59,3.45,3.62,1.32,3.68
2023,롯데,나균안,23,23,0,130.1,6,8,0,0,114,42,3.8,3.51,1.4,2.9
2023,롯데,윌커슨,13,13,0,79.2,7,2,0,0,81,20,2.26,2.61,1.09,2.6
2023,롯데,김상수,67,0,67,52.0,4,2,1,18,36,21,3.12,3.78,1.27,1.53
2023,롯데,최준용,47,0,47,47.2,2,3,0,14,40,18,2.45,3.42,1.43,1.47
2023,롯데,스트레일리,16,16,0,80.1,3,5,0,0,70,37,4.37,4.37,1.48,1.38
2023,롯데,김원중,63,0,63,63.2,5,6,30,0,82,25,2.97,2.37,1.19,1.28
2023,롯데,심재민,29,6,23,45.2,3,1,0,6,28,16,2.96,3.92,1.42,1.04
2023,롯데,구승민,67,0,67,63.2,2,6,3,22,66,29,3.96,3.66,1.48,0.81
2023,롯데,한현희,38,18,20,104.0,6,12,0,3,74,44,5.45,4.97,1.61,0.55
2023,롯데,김도규,36,0,36,29.2,0,3,1,1,26,13,4.55,3.52,1.42,0.24
2023,롯데,석상호,5,0,5,5.1,0,0,0,0,6,2,0.0,2.2,1.13,0.22
2023,롯데,이진하,9,0,9,8.0,0,0,0,0,2,3,3.38,4.77,0.88,0.17
2023,롯데,정성종,12,3,9,22.0,0,1,0,1,10,15,5.32,5.37,1.64,0.15
2023,롯데,김창훈,3,0,3,4.1,0,0,0,0,1,1,2.08,3.99,1.38,0.08
2023,롯데,이민석,1,0,1,1.1,0,0,0,0,1,1,0.0,4.3,0.75,0.07
2023,롯데,김태욱,1,0,1,1.0,0,0,0,0,0,0,0.0,3.85,0.0,0.04
2023,롯데,박영완,1,0,1,1.0,0,0,0,0,1,1,0.0,4.45,1.0,0.04
2023,롯데,최이준,28,0,28,29.0,1,0,0,1,20,21,6.83,4.78,2.0,-0.01
2023,롯데,우강훈,3,1,2,6.0,0,0,0,0,5,4,6.0,4.35,1.67,-0.02
2023,롯데,진승현,24,0,24,27.2,2,2,0,1,25,16,5.86,4.13,1.81,-0.06
2023,롯데,박진,4,0,4,5.0,0,0,0,0,2,7,9.0,9.57,2.8,-0.08
2023,롯데,장세진,2,0,2,1.1,0,0,0,0,1,2,13.5,15.55,3.0,-0.09
2023,롯데,신정락,34,0,34,29.0,4,0,0,1,28,11,4.66,4.47,1.48,-0.19
2023,롯데,김진욱,49,0,49,36.1,2,1,0,8,35,29,6.44,5.4,1.82,-0.22
2023,롯데,이태연,15,0,15,5.2,0,0,0,1,4,9,15.88,9.11,3.71,-0.4
2023,롯데,이인복,10,7,3,33.1,1,4,0,0,15,10,6.48,5.1,1.92,-0.44
2023,롯데,최설우,8,0,8,10.0,0,1,0,0,7,7,9.9,4.58,2.2,-0.58
2023,롯데,문경찬,2,0,2,2.0,0,1,0,0,2,0,27.0,19.2,3.0,-0.64
2023,롯데,윤명준,21,0,21,19.1,0,1,0,5,11,10,6.52,7.13,2.12,-1.07
2024,롯데,윌커슨,32,32,0,196.2,12,8,0,0,167,27,3.84,3.67,1.21,6.06
2024,롯데,반즈,25,25,0,150.2,9,6,0,0,171,46,3.35,3.9,1.23,5.77
2024,롯데,박세웅,30,30,0,173.1,6,11,0,0,124,56,4.78,4.57,1.41,3.52
2024,롯데,김원중,56,0,56,63.1,3,6,25,0,68,31,3.55,3.71,1.42,2.2
2024,롯데,김진욱,19,18,1,84.2,4,3,0,0,87,44,5.31,5.27,1.57,1.75
2024,롯데,한현희,57,5,52,76.1,5,3,0,8,70,24,5.19,4.46,1.52,1.36
2024,롯데,박진,38,3,35,49.1,2,4,1,0,35,11,4.38,4.27,1.44,0.97
2024,롯데,김상수,74,0,74,73.2,8,4,2,17,56,26,4.15,4.4,1.32,0.94
2024,롯데,정현수,18,4,14,23.2,1,1,0,1,25,12,4.56,3.48,1.35,0.74
2024,롯데,전미르,36,0,36,33.2,1,5,1,5,34,21,5.88,5.12,1.6,0.35
2024,롯데,박진형,7,0,7,6.1,0,0,0,0,4,1,4.26,3.66,1.11,0.18
2024,롯데,최준용,27,0,27,21.2,1,2,0,3,12,14,5.4,6.01,1.94,0.13
2024,롯데,구승민,66,0,66,57.2,5,3,0,13,62,35,4.84,5.0,1.79,0.08
2024,롯데,임준섭,24,0,24,11.1,0,0,0,2,3,11,7.94,7.52,2.03,0.04
2024,롯데,이민석,18,5,13,31.0,0,2,0,1,20,25,7.26,6.56,2.03,0.03
2024,롯데,진승현,7,0,7,6.1,0,1,0,0,5,5,8.53,4.78,1.89,0.03
2024,롯데,정우준,8,0,8,8.1,0,0,0,0,5,7,4.32,8.28,2.04,0.02
2024,롯데,우강훈,1,0,1,0.0,0,0,0,0,0,2,99.99,9604.23,99.99,-0.01
2024,롯데,박준우,2,0,2,2.0,0,0,0,0,1,1,9.0,4.58,2.0,-0.01
2024,롯데,김도규,5,0,5,4.0,0,1,0,0,5,6,9.0,7.51,2.75,-0.04
2024,롯데,홍민기,3,1,2,3.2,0,0,0,0,2,1,12.27,5.49,2.45,-0.06
2024,롯데,윤성빈,1,1,0,1.0,0,1,0,0,1,2,45.0,20.03,6.0,-0.19
2024,롯데,진해수,54,0,54,27.2,2,1,0,5,22,10,6.18,5.9,1.66,-0.21
2024,롯데,현도훈,8,0,8,10.0,0,1,0,0,8,6,9.0,6.53,2.1,-0.29
2024,롯데,이인복,8,6,2,33.0,0,3,0,0,20,13,9.55,7.87,1.88,-0.33
2024,롯데,송재영,19,0,19,8.1,0,1,1,3,9,5,10.8,6.69,1.68,-0.35
2024,롯데,나균안,26,14,12,73.0,4,7,0,0,74,47,8.51,6.42,2.21,-0.68
2024,롯데,최이준,23,0,23,24.2,3,0,0,0,17,16,7.3,6.16,2.27,-0.7
2025,롯데,데이비슨,22,22,0,123.1,10,5,0,0,119,48,3.65,3.85,1.39,3.38
2025,롯데,나균안,28,26,2,137.1,3,7,0,0,116,50,3.87,4.22,1.41,3.01
2025,롯데,감보아,19,19,0,108.0,7,8,0,0,117,49,3.58,3.44,1.35,2.35
2025,롯데,박세웅,29,28,1,160.2,11,13,0,0,156,54,4.93,3.84,1.48,1.95
2025,롯데,김원중,53,0,53,60.2,4,3,32,0,69,33,2.67,3.55,1.5,1.61
2025,롯데,홍민기,25,2,23,32.0,0,2,0,3,39,11,3.09,2.17,1.09,1.06
2025,롯데,정철원,75,0,75,70.0,8,3,0,21,55,28,4.24,4.19,1.43,1.03
2025,롯데,정현수,82,0,82,47.2,2,0,0,12,47,26,3.97,4.33,1.26,1.03
2025,롯데,이민석,20,17,3,87.1,2,5,0,0,61,56,5.26,5.66,1.83,0.95
2025,롯데,최준용,49,0,49,54.1,4,4,1,17,62,16,5.3,3.46,1.21,0.33
2025,롯데,반즈,8,8,0,45.2,3,4,0,0,38,17,5.32,4.21,1.4,0.3
2025,롯데,송재영,46,0,46,27.0,1,0,0,3,28,24,4.0,5.49,1.59,0.13
2025,롯데,박진,51,5,46,69.1,3,3,1,3,50,22,5.32,4.89,1.41,0.03
2025,롯데,정우준,3,0,3,3.1,0,0,0,0,3,0,5.4,2.63,1.8,0.03
2025,롯데,한현희,3,2,1,8.2,0,0,0,1,8,2,6.23,5.46,1.73,0.02
2025,롯데,정성종,2,0,2,2.1,0,0,0,0,0,0,3.86,9.02,1.29,0.01
2025,롯데,윤성빈,31,1,30,27.0,1,2,0,0,44,20,7.67,3.89,1.7,0.0
2025,롯데,김태현,1,0,1,2.0,0,0,0,0,2,4,4.5,7.82,2.5,-0.02
2025,롯데,이영재,3,0,3,2.0,0,0,0,0,2,0,9.0,8.97,2.5,-0.02
2025,롯데,심재민,4,0,4,3.0,1,0,0,0,2,1,3.0,3.32,2.0,-0.04
2025,롯데,박진형,7,0,7,5.1,0,0,0,0,5,3,8.44,5.61,2.25,-0.1
2025,롯데,박준우,11,1,10,12.1,1,2,0,1,11,6,8.03,3.51,2.19,-0.21
2025,롯데,구승민,11,0,11,9.0,0,1,0,1,10,7,7.0,5.31,1.78,-0.22
2025,롯데,벨라스케즈,11,7,4,35.0,1,4,0,0,28,18,8.23,6.22,1.86,-0.31
2025,롯데,박세현,3,0,3,3.2,0,0,0,0,4,1,14.73,6.18,2.45,-0.35
2025,롯데,김상수,45,0,45,36.2,0,1,2,3,27,18,6.38,5.03,1.8,-0.52
2025,롯데,박시영,11,0,11,7.1,1,0,0,0,10,9,11.05,5.31,2.45,-0.54
2025,롯데,김진욱,14,6,8,27.0,1,3,0,0,24,16,10.0,8.24,2.15,-0.73
